,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
20737,2014,57,765,Work,Best Classical Instrumental Solo,Dutilleux: Tout Un Monde Lointain,"Xavier Phillips; Ludovic Morlot, conductor (Seattle Symphony)",False
20738,2014,57,765,Work,Best Classical Instrumental Solo,Play,"Jason Vieaux; Alan Bise, producer; Bruce Egre, engineer/mixer",True
20739,2014,57,766,Work,Best Country Solo Performance,Give Me Back My Hometown,Eric Church,False
20740,2014,57,766,Work,Best Country Solo Performance,Invisible,Hunter Hayes,False
20741,2014,57,766,Work,Best Country Solo Performance,Cop Car,Keith Urban,False
20742,2014,57,766,Work,Best Country Solo Performance,Automatic,Miranda Lambert,False
20743,2014,57,766,Work,Best Country Solo Performance,Something In The Water,Carrie Underwood,True
20744,2014,57,767,Work,Best Country Duo/Group Performance,Raise 'Em Up,Keith Urban Featuring Eric Church,False
20745,2014,57,767,Work,Best Country Duo/Group Performance,Day Drinking,Little Big Town,False
20746,2014,57,767,Work,Best Country Duo/Group Performance,Somethin' Bad,Miranda Lambert With Carrie Underwood,False
20747,2014,57,767,Work,Best Country Duo/Group Performance,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,False
20748,2014,57,767,Work,Best Country Duo/Group Performance,Gentle On My Mind,The Band Perry,True
20749,2014,57,768,Work,Best Folk Album,Follow The Music,Alice Gerrard,False
20750,2014,57,768,Work,Best Folk Album,The Nocturne Diaries,Eliza Gilkyson,False
20751,2014,57,768,Work,Best Folk Album,A Reasonable Amount Of Trouble,Jesse Winchester,False
20752,2014,57,768,Work,Best Folk Album,Three Bells,"Mike Auldridge, Jerry Douglas & Rob Ickes",False
20753,2014,57,768,Work,Best Folk Album,Remedy,Old Crow Medicine Show,True
20754,2014,57,769,Work,Best Regional Roots Music Album,Light The Stars,"Bonsoir, Catin",False
20755,2014,57,769,Work,Best Regional Roots Music Album,Ceremony,Joe Tohonnie Jr.,False
20756,2014,57,769,Work,Best Regional Roots Music Album,Hanu 'A'ala,Kamaka Kukona,False
20757,2014,57,769,Work,Best Regional Roots Music Album,Love's Lies,Magnolia Sisters,False
20758,2014,57,769,Work,Best Regional Roots Music Album,The Legacy,Jo-EL Sonnier,True
20759,2014,57,771,Work,Best Gospel Album,Vintage Worship,Anita Wilson,False
20760,2014,57,771,Work,Best Gospel Album,Amazing [Live],Ricky Dillard & New G,False
20761,2014,57,771,Work,Best Gospel Album,Forever Yours,Smokie Norful,False
20762,2014,57,771,Work,Best Gospel Album,Withholding Nothing [Live],William McDowell,False
20763,2014,57,771,Work,Best Gospel Album,Help,Erica Campbell,True
20764,2014,57,772,Work,Best Contemporary Christian Music Album,If We're Honest,Francesca Battistelli,False
20765,2014,57,772,Work,Best Contemporary Christian Music Album,Welcome To The New,MercyMe,False
20766,2014,57,772,Work,Best Contemporary Christian Music Album,Hurricane,Natalie Grant,False
20767,2014,57,772,Work,Best Contemporary Christian Music Album,Royal Tailor,Royal Tailor,False
20768,2014,57,772,Work,Best Contemporary Christian Music Album,Run Wild. Live Free. Love Strong.,For King & Country,True
20769,2014,57,776,Work,Best Pop Solo Performance,All Of Me (Live),John Legend,False
20770,2014,57,776,Work,Best Pop Solo Performance,Stay With Me (Darkchild Version),Sam Smith,False
20771,2014,57,776,Work,Best Pop Solo Performance,Chandelier,Sia,False
20772,2014,57,776,Work,Best Pop Solo Performance,Shake It Off,Taylor Swift,False
20773,2014,57,776,Work,Best Pop Solo Performance,Happy (Live),Pharrell Williams,True
20774,2014,57,777,Work,Best Pop Duo/Group Performance,A Sky Full Of Stars,Coldplay,False
20775,2014,57,777,Work,Best Pop Duo/Group Performance,Fancy,Iggy Azalea Featuring Charli XCX,False
20776,2014,57,777,Work,Best Pop Duo/Group Performance,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",False
20777,2014,57,777,Work,Best Pop Duo/Group Performance,Dark Horse,Katy Perry Featuring Juicy J,False
20778,2014,57,777,Work,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,True
20779,2014,57,778,Work,Best R&B Performance,New Flame,Chris Brown Featuring Usher & Rick Ross,False
20780,2014,57,778,Work,Best R&B Performance,It's Your World,Jennifer Hudson Featuring R. Kelly,False
20781,2014,57,778,Work,Best R&B Performance,Like This,Ledisi,False
20782,2014,57,778,Work,Best R&B Performance,Good Kisser,Usher,False
20783,2014,57,778,Work,Best R&B Performance,Drunk In Love,Beyoncé Featuring Jay Z,True
20784,2014,57,779,Work,Best Rap Performance,3005,Childish Gambino,False
20785,2014,57,779,Work,Best Rap Performance,0 To 100 / The Catch Up,Drake,False
20786,2014,57,779,Work,Best Rap Performance,Rap God,Eminem,False
20787,2014,57,779,Work,Best Rap Performance,All I Need Is You,Lecrae,False
20788,2014,57,779,Work,Best Rap Performance,I,Kendrick Lamar,True
20789,2014,57,780,Work,Best Rock Performance,Do I Wanna Know?,Arctic Monkeys,False
20790,2014,57,780,Work,Best Rock Performance,Blue Moon,Beck,False
20791,2014,57,780,Work,Best Rock Performance,Gimme Something Good,Ryan Adams,False
20792,2014,57,780,Work,Best Rock Performance,Fever,The Black Keys,False
20793,2014,57,780,Work,Best Rock Performance,Lazaretto,Jack White,True
20794,2014,57,782,Work,Best World Music Album,Traces Of You,Anoushka Shankar,False
20795,2014,57,782,Work,Best World Music Album,Magic,Sergio Mendes,False
20796,2014,57,782,Work,Best World Music Album,Toumani & Sidiki,Toumani Diabaté & Sidiki Diabaté,False
20797,2014,57,782,Work,Best World Music Album,Our World In Song,"Wu Man, Luis Conte & Daniel Ho",False
20798,2014,57,782,Work,Best World Music Album,Eve,Angelique Kidjo,True
20799,2014,57,783,Work,Best Urban Contemporary Album,Beyoncé,Beyoncé,False
20800,2014,57,783,Work,Best Urban Contemporary Album,X,Chris Brown,False
20801,2014,57,783,Work,Best Urban Contemporary Album,Sail Out,Jhené Aiko,False
20802,2014,57,783,Work,Best Urban Contemporary Album,Mali Is...,Mali Music,False
20803,2014,57,783,Work,Best Urban Contemporary Album,Girl,Pharrell Williams,True
20804,2014,57,784,Work,Best Regional Mexican Music Album (Including Tejano),Voz Y Guitarra,Ixya Herrera Featuring Elias Torres,False
20805,2014,57,784,Work,Best Regional Mexican Music Album (Including Tejano),15 Aniversario,Mariachi Divas De Cindy Shea,False
20806,2014,57,784,Work,Best Regional Mexican Music Album (Including Tejano),Alegría Del Mariachi,Mariachi Los Arrieros Del Valle,False
20807,2014,57,784,Work,Best Regional Mexican Music Album (Including Tejano),Lastima Que Sean Ajenas,Pepe Aguilar,False
20808,2014,57,784,Work,Best Regional Mexican Music Album (Including Tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández,Vicente Fernández,True
20809,2014,57,785,Work,Best Classical Compendium,Britten To America,"Jeffrey Skidmore, conductor; Colin Matthews, producer (Jeffrey Skidmore)",False
20810,2014,57,785,Work,Best Classical Compendium,Mieczyslaw Weinberg,"Manfred Eicher, producer (Gidon Kremer, Daniil Grishin, Giedre Dirvanauskaite, Daniil Trifonov & Kremerata Baltica)",False
20811,2014,57,785,Work,Best Classical Compendium,Mike Marshall & The Turtle Island Quartet,"Mike Marshall, producer (Mike Marshall & The Turtle Island Quartet)",False
20812,2014,57,785,Work,Best Classical Compendium,The Solent - Fifty Years Of Music By Ralph Vaughan Williams,"Paul Daniel, conductor; Andrew Walton, producer (Paul Daniel)",False
20813,2014,57,785,Work,Best Classical Compendium,Partch: Plectra & Percussion Dances,"John Schneider, producer; John Baffa, engineer/mixer (Partch)",True
20814,2014,57,850,Work,Best American Roots Song,Just So Much,"Jesse Winchester, songwriter (Jesse Winchester)",False
20815,2014,57,850,Work,Best American Roots Song,Terms Of My Surrender,"John Hiatt, songwriter (John Hiatt)",False
20816,2014,57,850,Work,Best American Roots Song,Pretty Little One,"Steve Martin, songwriter (Steve Martin And The Steep Canyon Rangers Featuring Edie Brickell)",False
20817,2014,57,850,Work,Best American Roots Song,The New York Trains,"Woody Guthrie & Del McCoury, songwriters (The Del McCoury Band)",False
20818,2014,57,850,Work,Best American Roots Song,A Feather's Not A Bird,"Rosanne Cash & John Leventhal, songwriters (Rosanne Cash)",True
20819,2014,57,858,Work,Best Contemporary Instrumental Album,Slam Dunk,Gerald Albright,False
20820,2014,57,858,Work,Best Contemporary Instrumental Album,Jazz Funk Soul,"Jeff Lorber, Chuck Loeb, Everette Harp",False
20821,2014,57,858,Work,Best Contemporary Instrumental Album,Wild Heart,Mindi Abair,False
20822,2014,57,858,Work,Best Contemporary Instrumental Album,Nathan East,Nathan East,False
20823,2014,57,858,Work,Best Contemporary Instrumental Album,Bass & Mandolin,Chris Thile & Edgar Meyer,True
20824,2014,57,859,Work,Best Contemporary Christian Music Performance/Song,Come As You Are,"Crowder; David Crowder, Ben Glover & Matt Maher, songwriters",False
20825,2014,57,859,Work,Best Contemporary Christian Music Performance/Song,Write Your Story,"Francesca Battistelli; Francesca Battistelli, David Arthur Garcia & Ben Glover, songwriters",False
20826,2014,57,859,Work,Best Contemporary Christian Music Performance/Song,Shake,"MercyMe; Nathan Cochran, David Arthur Garcia, Ben Glover, Barry Graul, Bart Millard, Soli Olds, Mike Scheuchzer & Robby Shaffer, songwriters",False
20827,2014,57,859,Work,Best Contemporary Christian Music Performance/Song,Multiplied,"Needtobreathe; Bear Rinehart & Bo Rinehart, songwriters",False
20828,2014,57,859,Work,Best Contemporary Christian Music Performance/Song,Messengers,"Lecrae Featuring For King & Country; Torrance Esmond, Ran Jackson, Ricky Jackson, Kenneth Chris Mackey, Lecrae Moore, Joseph Prielozny, Joel Smallbone & Luke Smallbone, songwriters",True
20829,2014,57,860,Work,Best Gospel Performance/Song,Help,"Erica Campbell Featuring Lecrae; Erica Campbell, Warryn Campbell, Hasben Jones, Harold Lilly, Lecrae Moore & Aaron Sledge, songwriters",False
20830,2014,57,860,Work,Best Gospel Performance/Song,Sunday A.M. [Live],"Karen Clark Sheard; Rudy Currence & Donald Lawrence, songwriters",False
20831,2014,57,860,Work,Best Gospel Performance/Song,I Believe,"Mali Music; Kortney J. Pollard, songwriter",False
20832,2014,57,860,Work,Best Gospel Performance/Song,Love On The Radio,"The Walls Group; Kirk Franklin, songwriter",False
20833,2014,57,860,Work,Best Gospel Performance/Song,No Greater Love,"Smokie Norful; Aaron W. Lindsey & Smokie Norful, songwriters",True
20834,2014,57,861,Work,Best Roots Gospel Album,Hymns,Gaither Vocal Band,False
20835,2014,57,861,Work,Best Roots Gospel Album,Forever Changed,T. Graham Brown,False
20836,2014,57,861,Work,Best Roots Gospel Album,A Cappella,The Martins,False
20837,2014,57,861,Work,Best Roots Gospel Album,His Way Of Loving Me,Tim Menzies,False
20838,2014,57,861,Work,Best Roots Gospel Album,Shine For All The People,Mike Farris,True
20839,2014,57,862,Work,Best American Roots Performance,And When I Die,Billy Childs Featuring Alison Krauss & Jerry Douglas,False
20840,2014,57,862,Work,Best American Roots Performance,Statesboro Blues,Gregg Allman & Taj Mahal,False
20841,2014,57,862,Work,Best American Roots Performance,The Old Me Better,Keb' Mo' Featuring The California Feetwarmers,False
20842,2014,57,862,Work,Best American Roots Performance,Destination,Nickel Creek,False
20843,2014,57,862,Work,Best American Roots Performance,A Feather's Not A Bird,Rosanne Cash,True
20844,2015,58,584,Work,Best Alternative Music Album,Vulnicura,Björk,False
20845,2015,58,584,Work,Best Alternative Music Album,The Waterfall,My Morning Jacket,False
20846,2015,58,584,Work,Best Alternative Music Album,Currents,Tame Impala,False
20847,2015,58,584,Work,Best Alternative Music Album,Star Wars,Wilco,False
20848,2015,58,584,Work,Best Alternative Music Album,Sound & Color,Alabama Shakes,True
20849,2015,58,594,Work,Best Orchestral Performance,Spirit Of The American Range,"Carlos Kalmar, conductor (The Oregon Symphony)",False
20850,2015,58,594,Work,Best Orchestral Performance,Zhou Long & Chen Yi: Symphony 'Humen 1839',"Darrell Ang, conductor (New Zealand Symphony Orchestra)",False
20851,2015,58,594,Work,Best Orchestral Performance,"Dutilleux: Métaboles; L'Arbre Des Songes; Symphony No. 2, 'Le Double'","Ludovic Morlot, conductor (Seattle Symphony)",False
20852,2015,58,594,Work,Best Orchestral Performance,Bruckner: Symphony No. 4,"Manfred Honeck, conductor (Pittsburgh Symphony Orchestra)",False
20853,2015,58,594,Work,Best Orchestral Performance,Shostakovich: Under Stalin's Shadow - Symphony No. 10,"Andris Nelsons, conductor; Shawn Murphy, producer; Nick Squire, engineer (Boston Symphony Orchestra)",True
20854,2015,58,595,Work,Best Opera Recording,Janácek: Jenufa,"Donald Runnicles, conductor; Magdalena Herbst, producer; Will Hartmann, Michaela Kaune & Jennifer Larmore, soloists (Chorus Of The Deutsche Oper Berlin; Orchestra Of The Deutsche Oper Berlin)",False
20855,2015,58,595,Work,Best Opera Recording,Monteverdi: Il Ritorno D'Ulisse In Patria,"Martin Pearlman, conductor; Thomas C. Moore, producer; Fernando Guimarães & Jennifer Rivera, soloists (Boston Baroque)",False
20856,2015,58,595,Work,Best Opera Recording,"Steffani: Niobe, Regina Di Tebe","Paul O'Dette & Stephen Stubbs, conductors; Renate Wolter-Seevers, producer; Karina Gauvin & Philippe Jaroussky, soloists (Boston Early Music Festival Orchestra)",False
20857,2015,58,595,Work,Best Opera Recording,Mozart: Die Entführung Aus Dem Serail,"Yannick Nézet-Séguin, conductor; Sid McLauchlan, producer; Diana Damrau, Paul Schweinester & Rolando Villazón, soloists (Chamber Orchestra Of Europe)",False
20858,2015,58,595,Work,Best Opera Recording,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade,"Seiji Ozawa, conductor; Dominic Fyfe, producer; Isabel Leonard, soloist; Jonathan Stokes, engineer (SKF Matsumoto Children's Chorus & SKF Matsumoto Chorus; Saito Kinen Orchestra)",True
20859,2015,58,596,Work,Best Choral Performance,Pablo Neruda - The Poet Sings,"Craig Hella Johnson, conductor (James K. Bass, Laura Mercado-Wright, Eric Neuville & Lauren Snouffer; Conspirare)",False
20860,2015,58,596,Work,Best Choral Performance,Paulus: Far In The Heavens,"Eric Holtan, conductor (Sara Fraker, Matthew Goinz, Thea Lobo, Owen McIntosh, Kathryn Mueller & Christine Vivona; True Concord Voices; True Concord Orchestra)",False
20861,2015,58,596,Work,Best Choral Performance,Monteverdi: Vespers Of 1610,"Harry Christophers, conductor (Jeremy Budd, Grace Davidson, Ben Davies, Mark Dobell, Eamonn Dougan & Charlotte Mobbs; The Sixteen)",False
20862,2015,58,596,Work,Best Choral Performance,Beethoven: Missa Solemnis,"Peter Dijkstra, chorus master; Bernard Haitink, conductor (Anton Barachovsky, Genia Kühmeier, Elisabeth Kulman, Hanno Müller-Brachmann & Mark Padmore; Chor Des Bayerischen Rundfunks; Symphonieorchester Des Bayerischen Rundfunks)",False
20863,2015,58,596,Work,Best Choral Performance,Rachmaninoff: All-Night Vigil,"Charles Bruffy, conductor; Blanton Alspaugh, producer; Byeong Joon Hwang & John Newton, engineers (Paul Davidson, Frank Fleschner, Toby Vaughn Kidd, Bryan Pinkall, Julia Scozzafava, Bryan Taylor & Joseph Warner; Kansas City Chorale & Phoenix Chorale)",True
20864,2015,58,600,Work,Best Classical Solo Vocal Album,Schubert: Die Schöne Müllerin,Florian Boesch,False
20865,2015,58,600,Work,Best Classical Solo Vocal Album,Stella di Napoli,Joyce DiDonato,False
20866,2015,58,600,Work,Best Classical Solo Vocal Album,Virtuoso Rossini Arias,Lawrence Brownlee,False
20867,2015,58,600,Work,Best Classical Solo Vocal Album,Porpora: Arias,Philippe Jaroussky,False
20868,2015,58,600,Work,Best Classical Solo Vocal Album,Douce France,Anne Sofie von Otter,True
20869,2015,58,601,Work,Best Contemporary Classical Composition,Norman: Play,"Andrew Norman, composer",False
20870,2015,58,601,Work,Best Contemporary Classical Composition,Barry: The Importance Of Being Earnest,"Gerald Barry, composer",False
20871,2015,58,601,Work,Best Contemporary Classical Composition,Tower: Stroke,"Joan Tower, composer",False
20872,2015,58,601,Work,Best Contemporary Classical Composition,Wolfe: Anthracite Fields,"Julia Wolfe, composer",False
20873,2015,58,601,Work,Best Contemporary Classical Composition,Paulus: Prayers & Remembrances,"Stephen Paulus, composer",True
20874,2015,58,609,Work,Best Country Song,Diamond Rings And Old Barstools,"Barry Dean, Luke Laird & Jonathan Singleton, songwriters (Tim McGraw)",False
20875,2015,58,609,Work,Best Country Song,Hold My Hand,"Brandy Clark & Mark Stephen Jones, songwriters (Brandy Clark)",False
20876,2015,58,609,Work,Best Country Song,Traveller,"Chris Stapleton, songwriter (Chris Stapleton)",False
20877,2015,58,609,Work,Best Country Song,Chances Are,"Hayes Carll, songwriter (Lee Ann Womack)",False
20878,2015,58,609,Work,Best Country Song,Girl Crush,"Hillary Lindsey, Lori McKenna & Liz Rose, songwriters (Little Big Town)",True
20879,2015,58,610,Work,Best Country Album,The Blade,Ashley Monroe,False
20880,2015,58,610,Work,Best Country Album,Pageant Material,Kacey Musgraves,False
20881,2015,58,610,Work,Best Country Album,Pain Killer,Little Big Town,False
20882,2015,58,610,Work,Best Country Album,Montevallo,Sam Hunt,False
20883,2015,58,610,Work,Best Country Album,Traveller,Chris Stapleton,True
20884,2015,58,611,Work,Best Bluegrass Album,Pocket Full Of Keys,Dale Ann Bradley,False
20885,2015,58,611,Work,Best Bluegrass Album,In Session,Doyle Lawson & Quicksilver,False
20886,2015,58,611,Work,Best Bluegrass Album,Man Of Constant Sorrow,Ralph Stanley & Friends,False
20887,2015,58,611,Work,Best Bluegrass Album,Before The Sun Goes Down,Rob Ickes & Trey Hensley,False
20888,2015,58,611,Work,Best Bluegrass Album,The Muscle Shoals Recordings,The Steeldrivers,True
20889,2015,58,612,Work,Best Instrumental Composition,Civil War,"Bob Mintzer, composer (Bob Mintzer Big Band)",False
20890,2015,58,612,Work,Best Instrumental Composition,Confetti Man,"David Balakrishnan, composer (Turtle Island Quartet)",False
20891,2015,58,612,Work,Best Instrumental Composition,Vesper,"Marshall Gilkes, composer (Marshall Gilkes & WDR Big Band)",False
20892,2015,58,612,Work,Best Instrumental Composition,Neil,"Rich DeRosa, composer (University Of North Texas One O'Clock Lab Band)",False
20893,2015,58,612,Work,Best Instrumental Composition,The Afro Latin Jazz Suite,"Arturo O'Farrill, composer (Arturo O'Farrill & The Afro Latin Jazz Orchestra Featuring Rudresh Mahanthappa)",True
20894,2015,58,613,Work,Best Score Soundtrack For Visual Media,The Imitation Game,"Alexandre Desplat, composer (Alexandre Desplat)",False
20895,2015,58,613,Work,Best Score Soundtrack For Visual Media,Interstellar,"Hans Zimmer, composer (Hans Zimmer)",False
20896,2015,58,613,Work,Best Score Soundtrack For Visual Media,Whiplash,"Justin Hurwitz, composer (Justin Hurwitz)",False
20897,2015,58,613,Work,Best Score Soundtrack For Visual Media,The Theory Of Everything,"Jóhann Jóhannsson, composer (Jóhann Jóhannsson)",False
20898,2015,58,613,Work,Best Score Soundtrack For Visual Media,Birdman,"Antonio Sanchez, composer; Alejandro González Iñárritu & Antonio Sanchez, producers (Antonio Sanchez)",True
20899,2015,58,614,Work,Best Song Written For Visual Media,Earned It (Fifty Shades Of Grey),"Ahmad Balshe, Stephan Moccio, Jason Quenneville & Abel Tesfaye, songwriters (The Weeknd)",False
20900,2015,58,614,Work,Best Song Written For Visual Media,See You Again,"Andrew Cedar, Justin Franks, Charles Puth & Cameron Thomaz, songwriters (Wiz Khalifa Featuring Charlie Puth)",False
20901,2015,58,614,Work,Best Song Written For Visual Media,Til It Happens To You,"Lady Gaga & Diane Warren, songwriters (Lady Gaga)",False
20902,2015,58,614,Work,Best Song Written For Visual Media,Love Me Like You Do,"Savan Kotecha, Max Martin, Tove Nilsson, Ali Payami & Ilya Salmanzadeh, songwriters (Ellie Goulding)",False
20903,2015,58,614,Work,Best Song Written For Visual Media,Glory,"Lonnie Lynn, Che Smith & John Stephens, songwriters (Common & John Legend)",True
20904,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,"What A Terrible World, What A Beautiful World (Deluxe Box Set)","Carson Ellis, Jeri Heiden & Glen Nakasako, art directors (The Decemberists)",False
20905,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,30 Trips Around The Sun,"Doran Tyson & Steve Vance, art directors (Grateful Dead)",False
20906,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,Beneath The Skin (Deluxe Box Set),"Leif Podhajsky, art director (Of Monsters And Men)",False
20907,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,"I Love You, Honeybear (Limited Edition Deluxe Vinyl)","Sasha Barr & Josh Tillman, art directors (Father John Misty)",False
20908,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,Sticky Fingers (Super Deluxe Edition),"Stephen Kennedy & James Tilley, art directors (The Rolling Stones)",False
20909,2015,58,615,Work,Best Boxed Or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume Two (1928-32)","Susan Archie, Dean Blackwood & Jack White, art directors (Various Artists)",True
20910,2015,58,618,Work,"Best Arrangement, Instrumental Or A Cappella",Do You Hear What I Hear?,"Armand Hutton, arranger (Committed)",False
20911,2015,58,618,Work,"Best Arrangement, Instrumental Or A Cappella",Ghost Of A Chance,"Bob James, arranger (Bob James & Nathan East)",False
20912,2015,58,618,Work,"Best Arrangement, Instrumental Or A Cappella",You And The Night And The Music,"John Fedchock, arranger (John Fedchock New York Big Band)",False
20913,2015,58,618,Work,"Best Arrangement, Instrumental Or A Cappella",Bruno Mars,"Paul Allen, Troy Hayes, Dwight Streets Levens, Evin Martin & J Moss, arrangers (Vocally Challenged)",False
20914,2015,58,618,Work,"Best Arrangement, Instrumental Or A Cappella",Dance Of The Sugar Plum Fairy,"Ben Bram & Pentatonix (Mitch Grassi, Scott Hoying, Avi Kaplan, Kirstin Maldonado & Kevin Olusola), arrangers (Pentatonix)",True
20915,2015,58,619,Work,"Best Arrangement, Instruments And Vocals",When I Come Home,"Jimmy Greene, arranger (Jimmy Greene With Javier Colon)",False
20916,2015,58,619,Work,"Best Arrangement, Instruments And Vocals",Garota De Ipanema,"Otmaro Ruiz, arranger (Catina DeLuna Featuring Otmaro Ruiz)",False
20917,2015,58,619,Work,"Best Arrangement, Instruments And Vocals",52nd & Broadway,"Patrick Williams, arranger (Patrick Williams Featuring Patti Austin)",False
20918,2015,58,619,Work,"Best Arrangement, Instruments And Vocals",Be My Muse,"Shelly Berg, arranger (Lorraine Feather)",False
20919,2015,58,619,Work,"Best Arrangement, Instruments And Vocals",Sue (Or In A Season Of Crime),"Maria Schneider, arranger (David Bowie)",True
20920,2015,58,620,Work,Best Recording Package,Alagoas,"Alex Trochut, art director (Alagoas)",False
20921,2015,58,620,Work,Best Recording Package,Bush,"Anita Marisa Boriboon & Phi Hollinger, art directors (Snoop Dogg)",False
20922,2015,58,620,Work,Best Recording Package,"How Big, How Blue, How Beautiful (Deluxe Edition)","Brian Roettinger, art director (Florence + The Machine)",False
20923,2015,58,620,Work,Best Recording Package,My Happiness,"Nathanio Strimpopulos & Jack White, art directors (Elvis Presley)",False
20924,2015,58,620,Work,Best Recording Package,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys,"Sarah Dodds, Shauna Dodds & Dick Reeves, art directors (Asleep At The Wheel)",True
20925,2015,58,621,Work,Best Album Notes,"Folksongs Of Another America: Field Recordings From The Upper Midwest, 1937-1946","James P. Leary, album notes writer (Various Artists)",False
20926,2015,58,621,Work,Best Album Notes,Lead Belly: The Smithsonian Folkways Collection,"Jeff Place, album notes writer (Lead Belly)",False
20927,2015,58,621,Work,Best Album Notes,"Songs Of The Night: Dance Recordings, 1916-1925","Ryan Barna, album notes writer (Joseph C. Smith's Orchestra)",False
20928,2015,58,621,Work,Best Album Notes,Portrait Of An American Singer,"Ted Olson, album notes writer (Tennessee Ernie Ford)",False
20929,2015,58,621,Work,Best Album Notes,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced","Joni Mitchell, album notes writer (Joni Mitchell)",True
20930,2015,58,622,Work,Best Historical Album,The Complete Concert By The Sea,"Geri Allen, Jocelyn Arem & Steve Rosenthal, compilation producers; Jamie Howarth & Jessica Thompson, mastering engineers (Erroll Garner)",False
20931,2015,58,622,Work,Best Historical Album,"Native North America (Vol. 1): Aboriginal Folk, Rock, And Country 1966–1985","Kevin Howes, compilation producer; Greg Mindorff, mastering engineer (Various Artists)",False
20932,2015,58,622,Work,Best Historical Album,Songs My Mother Taught Me,"Mark Puryear, compilation producer; Pete Reiniger, mastering engineer (Fannie Lou Hamer)",False
20933,2015,58,622,Work,Best Historical Album,"Parchman Farm: Photographs And Field Recordings, 1947–1959","Steven Lance Ledbetter & Nathan Salsburg, compilation producers; Michael Graves, mastering engineer (Various Artists)",False
20934,2015,58,622,Work,Best Historical Album,The Basement Tapes Complete: The Bootleg Series Vol. 11,"Steve Berkowitz, Jan Haust & Jeff Rosen, compilation producers; Peter J. Moore & Mark Wilder, mastering engineers (Bob Dylan And The Band)",True
20935,2015,58,627,Work,Record Of The Year,Really Love,D'Angelo And The Vanguard,False
20936,2015,58,627,Work,Record Of The Year,Thinking Out Loud,Ed Sheeran,False
20937,2015,58,627,Work,Record Of The Year,Blank Space,Taylor Swift,False
20938,2015,58,627,Work,Record Of The Year,Can't Feel My Face,The Weeknd,False
20939,2015,58,627,Work,Record Of The Year,Uptown Funk,Mark Ronson Featuring Bruno Mars,True
20940,2015,58,628,Work,Album Of The Year,Sound & Color,Alabama Shakes,False
20941,2015,58,628,Work,Album Of The Year,Traveller,Chris Stapleton,False
20942,2015,58,628,Work,Album Of The Year,To Pimp A Butterfly,Kendrick Lamar,False
20943,2015,58,628,Work,Album Of The Year,Beauty Behind The Madness,The Weeknd,False
20944,2015,58,628,Work,Album Of The Year,1989,Taylor Swift,True
20945,2015,58,629,Work,Song Of The Year,See You Again,"Andrew Cedar, Justin Franks, Charles Puth & Cameron Thomaz, songwriters (Wiz Khalifa Featuring Charlie Puth)",False
20946,2015,58,629,Work,Song Of The Year,Girl Crush,"Hillary Lindsey, Lori McKenna & Liz Rose, songwriters (Little Big Town)",False
20947,2015,58,629,Work,Song Of The Year,Alright,"Kendrick Duckworth, Kawan Prather, Mark Anthony Spears & Pharrell Williams, songwriters (Kendrick Lamar)",False
20948,2015,58,629,Work,Song Of The Year,Blank Space,"Max Martin, Shellback & Taylor Swift, songwriters (Taylor Swift)",False
20949,2015,58,629,Work,Song Of The Year,Thinking Out Loud,"Ed Sheeran & Amy Wadge, songwriters (Ed Sheeran)",True
20950,2015,58,630,Nominee,Best New Artist,,Courtney Barnett,False
20951,2015,58,630,Nominee,Best New Artist,,James Bay,False
20952,2015,58,630,Nominee,Best New Artist,,Sam Hunt,False
20953,2015,58,630,Nominee,Best New Artist,,Tori Kelly,False
20954,2015,58,630,Nominee,Best New Artist,,Meghan Trainor,True
20955,2015,58,658,Work,Best Jazz Vocal Album,Find A Heart,Denise Donatelli,False
20956,2015,58,658,Work,Best Jazz Vocal Album,Jamison,Jamison Ross,False
20957,2015,58,658,Work,Best Jazz Vocal Album,Many A New Day: Karrin Allyson Sings Rodgers & Hammerstein,Karrin Allyson,False
20958,2015,58,658,Work,Best Jazz Vocal Album,Flirting With Disaster,Lorraine Feather,False
20959,2015,58,658,Work,Best Jazz Vocal Album,For One To Love,Cécile McLorin Salvant,True
20960,2015,58,659,Work,Best Improvised Jazz Solo,Arbiters Of Evolution,"Donny McCaslin, soloist",False
20961,2015,58,659,Work,Best Improvised Jazz Solo,Giant Steps,"Joey Alexander, soloist",False
20962,2015,58,659,Work,Best Improvised Jazz Solo,Past Present,"John Scofield, soloist",False
20963,2015,58,659,Work,Best Improvised Jazz Solo,Friend Or Foe,"Joshua Redman, soloist",False
20964,2015,58,659,Work,Best Improvised Jazz Solo,Cherokee,"Christian McBride, soloist",True
